,abstract,author,date,journal,key,key_word,pages,provenance,score,title,unique_key
1815,"
Recent years have seen an increase in alarming signals regarding the lack of replicability in neuroscience, psychology, and other related fields. To avoid a widespread crisis in neuroimaging research and consequent loss of credibility in the public eye, we need to improve how we do science. This article aims to be a practical guide for researchers at any stage of their careers that will help them make their research more reproducible and transparent while minimizing the additional effort that this might require. The guide covers three major topics in open science (data, code, and publications) and offers practical advice as well as highlighting advantages of adopting more open research practices that go beyond improved transparency and reproducibility.

How can we improve transparency and reproducibility in neuroimaging research? This guide covers three major topics in open science (data, code, and publications) and offers practical advice as well as highlighting advantages of adopting more open research practices.
",Krzysztof J. Gorgolewski,2016,PLOS Biology,Gorgolewski2016,,,PLOS,3.0659833,A Practical Guide for Improving Transparency and Reproducibility in Neuroimaging Research,04c430e3ceddf6e2f5986b257e1765b9
1816,"
Recent years have seen an increase in alarming signals regarding the lack of replicability in neuroscience, psychology, and other related fields. To avoid a widespread crisis in neuroimaging research and consequent loss of credibility in the public eye, we need to improve how we do science. This article aims to be a practical guide for researchers at any stage of their careers that will help them make their research more reproducible and transparent while minimizing the additional effort that this might require. The guide covers three major topics in open science (data, code, and publications) and offers practical advice as well as highlighting advantages of adopting more open research practices that go beyond improved transparency and reproducibility.

How can we improve transparency and reproducibility in neuroimaging research? This guide covers three major topics in open science (data, code, and publications) and offers practical advice as well as highlighting advantages of adopting more open research practices.
",Russell A. Poldrack,2016,PLOS Biology,Gorgolewski2016,,,PLOS,3.0659833,A Practical Guide for Improving Transparency and Reproducibility in Neuroimaging Research,04c430e3ceddf6e2f5986b257e1765b9
1817,"
Significant progress has been made in the past few years in the development of recommendations, policies, and procedures for creating and promoting citations to data sets, software, and other research infrastructures like computing facilities. Open questions remain, however, about the extent to which referencing practices of authors of scholarly publications are changing in ways desired by these initiatives. This paper uses four focused case studies to evaluate whether research infrastructures are being increasingly identified and referenced in the research literature via persistent citable identifiers. The findings of the case studies show that references to such resources are increasing, but that the patterns of these increases are variable. In addition, the study suggests that citation practices for data sets may change more slowly than citation practices for software and research facilities, due to the inertia of existing practices for referencing the use of data. Similarly, existing practices for acknowledging computing support may slow the adoption of formal citations for computing resources.
",Matthew S. Mayernik,2017,PLOS ONE,Mayernik2017,,,PLOS,3.0647602,Assessing the uptake of persistent identifiers by research infrastructure users,4e513ae938fdce1b65863375b2001148
1818,"
Significant progress has been made in the past few years in the development of recommendations, policies, and procedures for creating and promoting citations to data sets, software, and other research infrastructures like computing facilities. Open questions remain, however, about the extent to which referencing practices of authors of scholarly publications are changing in ways desired by these initiatives. This paper uses four focused case studies to evaluate whether research infrastructures are being increasingly identified and referenced in the research literature via persistent citable identifiers. The findings of the case studies show that references to such resources are increasing, but that the patterns of these increases are variable. In addition, the study suggests that citation practices for data sets may change more slowly than citation practices for software and research facilities, due to the inertia of existing practices for referencing the use of data. Similarly, existing practices for acknowledging computing support may slow the adoption of formal citations for computing resources.
",Keith E. Maull,2017,PLOS ONE,Mayernik2017,,,PLOS,3.0647602,Assessing the uptake of persistent identifiers by research infrastructure users,4e513ae938fdce1b65863375b2001148
1819,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Gesine Huber,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1820,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Severin Heynen,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1821,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Coni Imsand,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1822,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Franziska vom Hagen,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1823,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Regine Muehlfriedel,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1824,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Naoyuki Tanimoto,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1825,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Yuxi Feng,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1826,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Hans-Peter Hammes,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1827,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Christian Grimm,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1828,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Leo Peichl,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1829,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Mathias W. Seeliger,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1830,"Background: Many disabling human retinal disorders involve the central retina, particularly the macula. However, the commonly used rodent models in research, mouse and rat, do not possess a macula. The purpose of this study was to identify small laboratory rodents with a significant central region as potential new models for macular research. Methodology/Principal Findings: Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli, laboratory rodents less commonly used in retinal research, were subjected to confocal scanning laser ophthalmoscopy (cSLO), fluorescein and indocyanine green angiography, and spectral-domain optical coherence tomography (SD-OCT) using standard equipment (Heidelberg Engineering HRA1 and Spectralis™) adapted to small rodent eyes. The existence of a visual streak-like pattern was assessed on the basis of vascular topography, retinal thickness, and the topography of retinal ganglion cells and cone photoreceptors. All three species examined showed evidence of a significant horizontal streak-like specialization. cSLO angiography and retinal wholemounts revealed that superficial retinal blood vessels typically ramify and narrow into a sparse capillary net at the border of the respective area located dorsal to the optic nerve. Similar to the macular region, there was an absence of larger blood vessels in the streak region. Furthermore, the thickness of the photoreceptor layer and the population density of neurons in the ganglion cell layer were markedly increased in the visual streak region. Conclusions/Significance: The retinal specializations of Gerbillus perpallidus, Meriones unguiculatus and Phodopus campbelli resemble features of the primate macula. Hence, the rodents reported here may serve to study aspects of macular development and diseases like age-related macular degeneration and diabetic macular edema, and the preclinical assessment of therapeutic strategies. ",Susanne C. Beck,2010,PLoS ONE,Huber2010,,,PLOS,3.0569842,Novel Rodent Models for Macular Research,8ffdc99cb62e73a37a66d12a437624fa
1831,"
What motivates the research strategies of nations and institutions? We suggest that research primarily serves two masters–altruism and economic growth. Some nations focus more research in altruistic (or non-economic) fields while others focus more research in fields associated with economic growth. What causes this difference? Are there characteristics that would suggest why a nation is more aligned with altruism or economic growth? To answer this question, we have identified nine major fields of research by analyzing the publication activity of 4429 institutions using Scopus data. Two fields of research are clearly altruistic (there is relatively little involvement by industry) and two fields are clearly aligned with economic growth. The altruistic vs. economic nature of nations based on their publication profiles across these fields is correlated with national indicators on wealth, education, capitalism, individualism, power, religion, and language. While previous research has suggested that national research strategy is aligned with national wealth, our analysis shows that national wealth is not highly correlated with the tradeoff between altruistic and economic motives. Instead, the tradeoff is largely captured by a culture of individualism. Accordingly, implications for national research strategies are discussed.
",Richard Klavans,2017,PLOS ONE,Klavans2017,,,PLOS,3.021161,The Research Focus of Nations: Economic vs. Altruistic Motivations,de1f811f78c3832b2834f9463d5ce848
1832,"
What motivates the research strategies of nations and institutions? We suggest that research primarily serves two masters–altruism and economic growth. Some nations focus more research in altruistic (or non-economic) fields while others focus more research in fields associated with economic growth. What causes this difference? Are there characteristics that would suggest why a nation is more aligned with altruism or economic growth? To answer this question, we have identified nine major fields of research by analyzing the publication activity of 4429 institutions using Scopus data. Two fields of research are clearly altruistic (there is relatively little involvement by industry) and two fields are clearly aligned with economic growth. The altruistic vs. economic nature of nations based on their publication profiles across these fields is correlated with national indicators on wealth, education, capitalism, individualism, power, religion, and language. While previous research has suggested that national research strategy is aligned with national wealth, our analysis shows that national wealth is not highly correlated with the tradeoff between altruistic and economic motives. Instead, the tradeoff is largely captured by a culture of individualism. Accordingly, implications for national research strategies are discussed.
",Kevin W. Boyack,2017,PLOS ONE,Klavans2017,,,PLOS,3.021161,The Research Focus of Nations: Economic vs. Altruistic Motivations,de1f811f78c3832b2834f9463d5ce848
1833,"
Optimal nutrition is critical for human development and economic growth. Sub-Saharan Africa is facing high levels of food insecurity and only few sub-Saharan African countries are on track to eradicate extreme poverty and hunger by 2015. Effective research capacity is crucial for addressing emerging challenges and designing appropriate mitigation strategies in sub-Saharan Africa. A clear understanding of the operating environment for nutrition research in sub-Saharan Africa is a much needed prerequisite. We collected data on the barriers and requirements for conducting nutrition research in sub-Saharan Africa through semi-structured interviews with 144 participants involved in nutrition research in 35 countries in sub-Saharan Africa. A total of 133 interviews were retained for coding. The main barriers identified for effective nutrition research were the lack of funding due to poor recognition by policymakers of the importance of nutrition research and under-utilisation of research findings for developing policy, as well as an absence of research priority setting from within Africa. Current research topics were perceived to be mainly determined by funding bodies from outside Africa. Nutrition researchers argued for more commitment from policymakers at national level. The low capacity for nutrition research was mainly seen as a consequence of insufficient numbers of nutrition researchers, limited skills and a poor research infrastructure. In conclusion, African nutrition researchers argued how research priorities need to be identified by African stakeholders, accompanied by consensus building to enable creating a problem-driven national research agenda. In addition, it was considered necessary to promote interactions among researchers, and between researchers and policymakers. Multidisciplinary research and international and cross-African collaboration were seen as crucial to build capacity in sub-Saharan nutrition research.
",Kathleen Van Royen,2013,PLoS ONE,Royen2013,,,PLOS,3.013622,How Can the Operating Environment for Nutrition Research Be Improved in Sub-Saharan Africa? The Views of African Researchers,fded10348afeca144e721f82dca657e6
1834,"
Optimal nutrition is critical for human development and economic growth. Sub-Saharan Africa is facing high levels of food insecurity and only few sub-Saharan African countries are on track to eradicate extreme poverty and hunger by 2015. Effective research capacity is crucial for addressing emerging challenges and designing appropriate mitigation strategies in sub-Saharan Africa. A clear understanding of the operating environment for nutrition research in sub-Saharan Africa is a much needed prerequisite. We collected data on the barriers and requirements for conducting nutrition research in sub-Saharan Africa through semi-structured interviews with 144 participants involved in nutrition research in 35 countries in sub-Saharan Africa. A total of 133 interviews were retained for coding. The main barriers identified for effective nutrition research were the lack of funding due to poor recognition by policymakers of the importance of nutrition research and under-utilisation of research findings for developing policy, as well as an absence of research priority setting from within Africa. Current research topics were perceived to be mainly determined by funding bodies from outside Africa. Nutrition researchers argued for more commitment from policymakers at national level. The low capacity for nutrition research was mainly seen as a consequence of insufficient numbers of nutrition researchers, limited skills and a poor research infrastructure. In conclusion, African nutrition researchers argued how research priorities need to be identified by African stakeholders, accompanied by consensus building to enable creating a problem-driven national research agenda. In addition, it was considered necessary to promote interactions among researchers, and between researchers and policymakers. Multidisciplinary research and international and cross-African collaboration were seen as crucial to build capacity in sub-Saharan nutrition research.
",Carl Lachat,2013,PLoS ONE,Royen2013,,,PLOS,3.013622,How Can the Operating Environment for Nutrition Research Be Improved in Sub-Saharan Africa? The Views of African Researchers,fded10348afeca144e721f82dca657e6
1835,"
Optimal nutrition is critical for human development and economic growth. Sub-Saharan Africa is facing high levels of food insecurity and only few sub-Saharan African countries are on track to eradicate extreme poverty and hunger by 2015. Effective research capacity is crucial for addressing emerging challenges and designing appropriate mitigation strategies in sub-Saharan Africa. A clear understanding of the operating environment for nutrition research in sub-Saharan Africa is a much needed prerequisite. We collected data on the barriers and requirements for conducting nutrition research in sub-Saharan Africa through semi-structured interviews with 144 participants involved in nutrition research in 35 countries in sub-Saharan Africa. A total of 133 interviews were retained for coding. The main barriers identified for effective nutrition research were the lack of funding due to poor recognition by policymakers of the importance of nutrition research and under-utilisation of research findings for developing policy, as well as an absence of research priority setting from within Africa. Current research topics were perceived to be mainly determined by funding bodies from outside Africa. Nutrition researchers argued for more commitment from policymakers at national level. The low capacity for nutrition research was mainly seen as a consequence of insufficient numbers of nutrition researchers, limited skills and a poor research infrastructure. In conclusion, African nutrition researchers argued how research priorities need to be identified by African stakeholders, accompanied by consensus building to enable creating a problem-driven national research agenda. In addition, it was considered necessary to promote interactions among researchers, and between researchers and policymakers. Multidisciplinary research and international and cross-African collaboration were seen as crucial to build capacity in sub-Saharan nutrition research.
",Michelle Holdsworth,2013,PLoS ONE,Royen2013,,,PLOS,3.013622,How Can the Operating Environment for Nutrition Research Be Improved in Sub-Saharan Africa? The Views of African Researchers,fded10348afeca144e721f82dca657e6
1836,"
Optimal nutrition is critical for human development and economic growth. Sub-Saharan Africa is facing high levels of food insecurity and only few sub-Saharan African countries are on track to eradicate extreme poverty and hunger by 2015. Effective research capacity is crucial for addressing emerging challenges and designing appropriate mitigation strategies in sub-Saharan Africa. A clear understanding of the operating environment for nutrition research in sub-Saharan Africa is a much needed prerequisite. We collected data on the barriers and requirements for conducting nutrition research in sub-Saharan Africa through semi-structured interviews with 144 participants involved in nutrition research in 35 countries in sub-Saharan Africa. A total of 133 interviews were retained for coding. The main barriers identified for effective nutrition research were the lack of funding due to poor recognition by policymakers of the importance of nutrition research and under-utilisation of research findings for developing policy, as well as an absence of research priority setting from within Africa. Current research topics were perceived to be mainly determined by funding bodies from outside Africa. Nutrition researchers argued for more commitment from policymakers at national level. The low capacity for nutrition research was mainly seen as a consequence of insufficient numbers of nutrition researchers, limited skills and a poor research infrastructure. In conclusion, African nutrition researchers argued how research priorities need to be identified by African stakeholders, accompanied by consensus building to enable creating a problem-driven national research agenda. In addition, it was considered necessary to promote interactions among researchers, and between researchers and policymakers. Multidisciplinary research and international and cross-African collaboration were seen as crucial to build capacity in sub-Saharan nutrition research.
",Karlien Smit,2013,PLoS ONE,Royen2013,,,PLOS,3.013622,How Can the Operating Environment for Nutrition Research Be Improved in Sub-Saharan Africa? The Views of African Researchers,fded10348afeca144e721f82dca657e6
